voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'859',b'Amat Escalante',b'Director',b'Mexico',b'Male',b'4ce2b6a54c395',b'4ce2b6a7b69f6',b'4ce2b6a6b65d6',b'4ce2b819b3a94',b'4ce2b73116007',b'4ce2b737319d3',b'4ce2b6b209ea3',b'4ce2b6af6aedd',b'4ce2b6bbbf1e2',b'4ce2b6b794c45',"b""Besides being a list of my top 10, these films are the ones that influenced me the most at an early age and shaped the kind of filmmaker I want to be.M: That whistling!Los olvidados: The chicken, Meche and the milk.A Clockwork Orange: Watched it every day for about six months, like a song I couldn't stop listening to.Aguirre, Wrath of God: Going around in circles.The Good, the Bad and the Ugly: Faces.Modern Times: Beautiful timing.Take the Money and Run: Innocence.Landscape Suicide: So haunting and affecting. I saw a 16mm projection of it when I was 16 years old. It has become part of my subconscious for sure.L\xe2\x80\x99humanit\xc3\xa9: Floating in the garden.Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles: Deeply impressed and influenced me."""
b'591',b'Gareth Evans',b'critic',b'UK',b'Male',b'4ce2b6b9450a5',b'4ce2b6bd1d8e2',b'4ce2b6bfdd960',b'4ce2b6ada8ce9',b'4ce2b8de821d9',b'4ce2b6bf3bbfd',b'4ce2b76ccb454',b'4ce2b8021b76d',b'4ce2b7c1b7f0d',b'4ce2b7965be62',"b'\xe2\x80\x9cDon\xe2\x80\x99t undertake a project unless it is manifestly important and nearly impossible,\xe2\x80\x9d declared Edwin Land, co-founder of the Polaroid Corporation. Wise words, and keep well in mind attempting this poll response, with one proviso: let\xe2\x80\x99s remove the \xe2\x80\x9cnearly\xe2\x80\x9d. The genuine torment of such assembly is made both easier and harder by a profound gap in my watching of the moving image from entire territories, a lack thrown into sharper relief when contemplating Mark Cousins\xe2\x80\x99 monumental overview The Story of Film (maybe one could choose that and wrangle thousands of titles into one).\nSo, naming the infinite losses first; Angelopoulos, Antonioni, Brakhage, Bu\xc3\xb1uel, Egoyan, Marker, Pasolini, Paradjanov, Peleshian; Beau Travail; The Gleaners and I; Horse Thief; Old Joy; Penda\xe2\x80\x99s Fen, Spirit of the Beehive; 32 Short Films about Glenn Gould; Yi Yi; comedies (especially silent, the Marx Brothers and Local Hero); the final scenes of Two Years at Sea and Werckmeister Harmonies\xe2\x80\xa6\nHowever, one of many things learnt from MC Film is advocacy. All polls, of course, are endorsements, but in these volume-saturated times, maybe there\xe2\x80\x99s a little more needed. Looking at my own selection, I\xe2\x80\x99m struck by several things straight off \xe2\x80\x93 its complete failure in chronology, gender and ethnicity terms, along with an unexpected grouping within the 1970s. I can\xe2\x80\x99t defend the former, but I can perhaps tease out the latter. In a way, all the works chosen explore, embody, speak for and salvage the human(e) in the face of threats and challenge on various scales. That this seam ran, delirious and wide-eyed, through that decade seems no coicidence; Utopia doesn\xe2\x80\x99t disappear once it\xe2\x80\x99s lost the streets. It regroups.\nAnd there\xe2\x80\x99s a sense of revelation to the titles chosen \xe2\x80\x93 the shock of vision in the fullest sense. It\xe2\x80\x99s an auteur-driven constellation and, to a degree, these titles stand for the larger oeuvre (not the case of Tale of Tales, which is simply the greatest animation ever made \xe2\x80\x93 don\xe2\x80\x99t take my word for it). That said, just as King Lear is the Shakespeare that speaks most urgently to our times, so it feels respectively with Stalker, 2001, The Thin Red Line.\nThere\xe2\x80\x99s also a conscious wish to put at the centre methods of being through working (both behind and in front of the lens), hence the Watkins, the Fassbinder, the Tanner. I guess it\xe2\x80\x99s about finding films that speak both to the period we live in, while pointing towards futures worth inhabiting, through how they have created realities of imagination, action and a gaze towards light, regardless of subject. That Guzman\xe2\x80\x99s Nostalgia for the Light could (albeit with significant difficulty) be made now, is cause for great rejoicing.\nFinally, Three Colours: Red and Wings of Desire, films so loved they have entered the psyche and are almost indivisible from it: again, film as empathy.\nThe fact of these all (and so many more) in the world is both a great solace and spur. Onwards!'"
b'480',b'John Ewing',b'programmer',b'US',b'Male',b'4ce2b6a7a801b',b'4ce2b6a906793',b'4ce2b6ab6f1c7',b'4ce2b7b9372f0',b'4ce2b6a498bd1',b'4ce2b6af8f820',b'4ce2b752105a2',b'4ce2b6b5a0f81',b'4ce2b6bf3bbfd',b'4ce2b6b9caca4',"b'This list is a pretty \xe2\x80\x98old school\xe2\x80\x99 \xe2\x80\x93 which is understandable. I am old school. But if great films are ones you can watch over and over again without tiring of them, then the older the movie, the more chances one has to rewatch it and reaffirm its greatness. Newer films have just not marinated long enough. But I also wonder whether our cerebral, \xe2\x80\x98sophisticated\xe2\x80\x99 notions of what makes a movie great really trump our sentimental attachment to beloved films we caught at key moments in our lives, that moulded us into the moviegoers we are? Should they?'"
b'1143',b'Richard Eyre',b'Director',b'UK',b'Male',b'4ce2b6b7433c1',b'4ce2b6a90d39d',b'4ce2b69415af8',b'4ce2b6ab4237b',b'4ce2b6b2398e8',b'4ce2b6b41d658',b'4ce2b7972a879',b'4ce2b6b6036b6',b'4ce2b6b8908e4',b'4ce2b79a16168',"b'These are not necessarily my ""favourite"" 10 films, but the films which have had most influence on my idea of cinema.'"
b'460',b'Joseph Fahim',b'critic',b'Egypt',b'Male',b'4ce2b6a6e45a7',b'4ce2b6bc1e641',b'4ce2b6a7a801b',b'4ce2b6b9f3ba7',b'4ce2b70696ace',b'4ce2b6a498bd1',b'4ce2b6b03bb00',b'4ce2b847b975d',b'4ce2b752105a2',b'4ce2b6b3291db',"b'There\xe2\x80\x99s a major difference between a \xe2\x80\x98best of\xe2\x80\x99 list and a \xe2\x80\x98favorite\xe2\x80\x99 one. \xe2\x80\x98Best of\xe2\x80\x99 lists such as are governed, to a great extent, by objective criteria set by the each critic/filmmaker. \xe2\x80\x98Favorite\xe2\x80\x99 is primarily based on personal preferences, choices that do not necessarily call for impartial validations.\nI vowed to steer away from personal preferences when I began to compile this list, choosing titles that unequivocally deserve their place in the pantheon of the greats. At the end though, I had to cave in to my subjective predilections, setting one sole benchmark for my choices: each and every entry in my list has altered the way I see and understand not only cinema but life. \nCitizen Kane is the most perfect movie ever made \xe2\x80\x93 a status it deserves to uphold for many generations to come.\nBergman is cinema\xe2\x80\x99s greatest filmmaker and Cries and Whispers is his ultimate statement on death, love and the human condition.\nRadical in every facet, Tati\xe2\x80\x99s anarchic magnum opus Play Time breaks every narrative rule, and is built on a stunning mise en sc\xc3\xa8ne that remains unmatched nearly half a century later. Most imperative of all, Play Time is a wondrous film that compels you to observe the world in a way you never have before.\nPostmodernism found a voice in Antonioni\xe2\x80\x99s revolutionary cinematic language and changed the face of arthouse cinema. The post-God world the visionary chronicler of the alienated and the disaffected valiantly confronts in L\xe2\x80\x99avventura speaks of truths filmmakers have tended to ignore ever since. \nVidor has never been given the acclaim he deserved, and The Crowd is a testament to the originality and singular vision of his work. It\xe2\x80\x99s an incisive probing of the individual\xe2\x80\x99s place in a mercilessly demanding society and remains as timeless as ever.\nDreyer was the first filmmaker to ask the big questions about life, God and the mysteries of the human soul, and in Ordet he delivered his most impassioned address on the elusive concept of faith.\nThe transience of time, the inevitability of separation and the pain of loss inform Ozu\xe2\x80\x99s most compassionate, most disarmingly tender picture Late Spring.\nAs things grew murkier and more ambivalent following the Egyptian revolution, the one film I kept revisiting was Alea\xe2\x80\x99s courageous Memories of Underdevelopment, which astutely reflects the sense of displacement in a stagnant nation lost in a purgatory of transition. \nYang is modern cinema\xe2\x80\x99s foremost humanist; his last work Yi Yi is a celebration of the joys, sorrows, triumphs and failures of characters no different than us. Amid the fear, isolation and uncertainty that defined the new century, Yang\xe2\x80\x99s deeply heartfelt epic was the one of the rare places of comfort. \nThe greatest of all Arab films, Chahine\xe2\x80\x99s groundbreaking Cairo Station freed Egyptian cinema from the throes of melodrama, capturing the soul of a self-destructive nation drowning in a bottomless ocean of social and political malaise.'"
b'224',b'Patrick Fahy',b'critic',b'UK',b'Male',b'4ce2b6b5af074',b'4ce2b6f19c7e7',b'4ce2b6a66c507',b'4ce2b6a9b7390',b'4ce2b6abbbf1c',b'4ce2b6afb4d31',b'4ce2b6b1ef8ac',b'4ce2b75ef0b3a',b'4ce2b6b4cbeea',b'4ce2b7c39983a',"b'Anatomy of a Murder plays an ingenious trick, using the audience\xe2\x80\x99s natural affinity with the film star to blind us into being rotten jurors, with real-life implications that are most unsettling. Can you make a point more cinematically than that?\nTwo from Minnelli (and Cyd Charisse): The Band Wagon is the sophisticated epitome of the movie musical, packed with verve, wit, fun and dazzling dancing. Brigadoon, often berated for looking like a shortbread box, is as penetrating a dramatisation of the bumpy road to love as I\xe2\x80\x99ve seen. Van Johnson\xe2\x80\x99s cynicism perfectly balances Gene Kelly\xe2\x80\x99s swooning, the soundstage landscapes only add to the fairytale quality, and the ending defies prediction. \nTwo from Robert Bolt. A Man for All Seasons has the beauty and power of an oak. It rebukes moral expediency with brilliantly crafted dialogue and acting. Its message \xe2\x80\x93 to be wary of fashions \xe2\x80\x93 makes it inescapably unfashionable, and thereby a film for all seasons. Ryan\xe2\x80\x99s Daughter combines modern bite and unmatchable old-school splendour, and has my favourite end sequence of any film, a stirring mix of agony and hope. (Of the seven feature films Bolt wrote, five won the Oscar for Best Cinematography. Has anyone better grasped the art of screenwriting?)\nThe Exorcist and The Halfway House both (in different ways) unnerve and reassure us about being spiritual animals. Shadowlands is a humane and moving tale of faith, love and loss. The Old Dark House is a supremely atmospheric hoot, and Raiders of the Lost Ark is, to my mind, cinema\xe2\x80\x99s finest blast of escapism.\nDirectors horribly absent: Alfred Hitchcock, Preston Sturges, Roman Polanski.'"
b'701',b'Dan Fainaru',b'critic',b'Israel',b'Male',b'4ce2b6b25bb2b',b'4ce2b6a68bd9d',b'4ce2b714e9247',b'4ce2b69415af8',b'4ce2b6bbbf7eb',b'50c306d7d32dc',b'4ce2b6955c6ba',b'4ce2b6b41d658',b'4ce2b6b8908e4',b'4ce2b6b81dc84',b''
b'646',b'Edna Fainaru',b'critic',b'Israel',b'Female',b'4ce2b6a7a801b',b'4ce2b69415af8',b'4ce2b6b94f5ad',b'4ce2b6aec1d37',b'4ce2b847b975d',b'4ce2b6b6036b6',b'4ce2b6b957263',b'4ce2b6b9caca4',b'4ce2b6b9efb3b',b''
b'1204',b'Asghar Farhadi',b'Director',b'Iran',b'Male',b'4ce2b6b3ec3fe',b'4ce2b8bc050f0',b'4ce2b6ab4237b',b'4ce2b6b8908e4',b'4ce2b6c010eb7',b'4ce2b7c1b7f0d',b'4ce2b6b794c45',b'4ce2b6b2deaa5',b'4ce2b6b7bc1b8',b'4ce2b6bbbf1e2',b''
b'575',b'Gian Luca Farinelli',b'programmer',b'Italy',b'Male',b'4ce2b6b4b0e0c',b'4ce2b6a439bc9',b'4ce2b6ac439ff',b'4ce2b6af779a6',b'4ce2b6bbbf1e2',b'4ce2b74e11d41',b'4ce2b754db651',b'4ce2b6b48f642',b'4ce2b76e98a5c',b'4ce2b6b90d54d',b''
b'1120',b'Peter Farrelly',b'Director',b'US',b'Male',b'4ce2b6bbdabaa',b'4ce2b8bdeb6bf',b'4ce2b72fd693f',b'4ce2b6ad82ff5',b'4ce2b6b0628ab',b'4ce2b6b218cee',b'4ce2b7ae5cbf0',b'4ce2b7a13419d',b'4ce2b8a632e1a',b'4ce2b6bb09360',"b'The Wizard of Oz was a huge event for me as a child \xe2\x80\x93 and for my entire town. It played once a year on TV; every kid in school was talking about it and we couldn\xe2\x80\x99t wait to see it. I still get so much joy from it. It\xe2\x80\x99s easy to skip it as it\xe2\x80\x99s such an acknowledged classic but I\xe2\x80\x99m not going to.It\xe2\x80\x99s a Wonderful Life is just a beautiful movie. It came out in 1948 and it didn\xe2\x80\x99t do so well \xe2\x80\x93 maybe because after World War II it seemed slight and not serious enough. It really didn\xe2\x80\x99t get played on TV until the late 70s. The first time I saw it I couldn\xe2\x80\x99t believe what a great movie it was. It was a ball in the 80s turning people on to it. Schindler\xe2\x80\x99s List: the most moving movie I\xe2\x80\x99ve ever seen. I almost didn\xe2\x80\x99t want to see it because I knew what I would be in for. It was such a huge undertaking. How he made it look and feel so real was unbelievable. I\xe2\x80\x99ve met Spielberg a few times and I can\xe2\x80\x99t even talk to him, I\xe2\x80\x99m so in awe of him because of this film.Jaws: one of the most enjoyable movies ever and also the most horrifying. It kept me out of the ocean for years. There\xe2\x80\x99s not one boring part. The way special effects have developed, when I show it to my kids it doesn\xe2\x80\x99t have the same impact, but it still freaks me out. I live on the island where they shot it and Spielberg told me the entire time they were shooting it they had problems \xe2\x80\x93 with the weather, the shark, they went over budget, etc, and people back in LA weren\xe2\x80\x99t loving what they were seeing. He was getting reports that it was being considered an all-time-disaster. To think of what he achieved with that kind of stress and crap going on \xe2\x80\x93 it\xe2\x80\x99s great to hear as a filmmaker, because no-one really knows until they put it together. One Flew Over the Cuckoo\xe2\x80\x99s Nest: this is probably my favourite movie of all time. It\xe2\x80\x99s impressive on every level. The acting is insanely good. It\xe2\x80\x99s the best-cast film ever. I thought they\xe2\x80\x99d shot it an insane asylum; I couldn\xe2\x80\x99t believe they weren\xe2\x80\x99t actually insane people. The beauty of it is that this completely flawed guy, McMurphy, who drinks too much and robs thing and hangs with hookers, inside him is a humanity that touches these people, and they touch him. I just love that message; it\xe2\x80\x99s the ultimate redemption, that anybody is redeemable. It\xe2\x80\x99s just the most moving movie and most impressive, the directing, the acting. It\xe2\x80\x99s by far the best thing Jack Nicholson\xe2\x80\x99s ever done. He was in the zone. I\xe2\x80\x99ve seen this movie 15 or 20 times, and there\xe2\x80\x99s not one split second where he is not the guy, he is not reacting exactly.Midnight Cowboy: another movie in the same vein as the above. It\xe2\x80\x99s a study of two deeply flawed men, and the humanity inside, the humanity in every loser, every winner, everybody. It\xe2\x80\x99s heartbreaking, touching, funny and real. Like the best literature, it\xe2\x80\x99s just so finely tuned, so detailed and nuanced. It shows the power of filmmaking, and makes you proud to make movies.Reservoir Dogs: I didn\xe2\x80\x99t see it until it came to video. I\xe2\x80\x99d heard it was a good movie but thought it would be slight, taking place in a room; yet it was so much bigger and better than that. It was a study of these men \xe2\x80\x93 again guys who are flawed; who was capable of what? How much you can read in a person? Who would break first? Who would be pushed furthest? I was sitting there the whole time trying to analyse these guys, trying to figure out who was good, who was bad, who was worse. Throughout I figured this young cop was obviously just a poor guy who\xe2\x80\x99d stumbled into this awful situation and knew nothing about anything. Then to find out at the end that he knew everything. He didn\xe2\x80\x99t break even when they cut his ear off: that was one of the most shocking movie moments of my life. The whole film is just spectacular. I don\xe2\x80\x99t normally like violent movies, but the violence was there for extremely important dramatic and plot reasons. It was necessary to tell that story and made me a lifelong fan of Quentin Tarantino.Airplane! I long-listed 20 movies, and went back and forth between them. I realised at one time I had no comedies on here, and it always bugs me that comedies are second-class citizens. Comedians never get the due we deserve, and I find myself adopting the same prejudice. Then I realised there are comedies that changed me in a big way. The following are my three favourite comedy movies of all time, which I think everyone will enjoy.For the record, Something Wild is one of my favourite movies, but for whatever reason a lot of people don\xe2\x80\x99t react to it the way I do, so I didn\xe2\x80\x99t include it on the list. I know it\xe2\x80\x99s not for everybody, just as I know Bruno is not for everybody but personally I love Bruno. Bruno makes me laugh more than almost every movie out there. The thing I love about Bruno is the bravery, the courage to make that movie. The guy could have gotten killed two or three times making that movie \xe2\x80\x93 that\xe2\x80\x99s what I was laughing at. The fact that he would go that far for his art impresses me.I had a hard time knocking it down to three \xe2\x80\x93 I love Some Like it Hot and Animal House, but these three made the biggest impact on me. I wouldn\xe2\x80\x99t be writing this if Airplane! had never been made. It made me think, \xe2\x80\x9cWow, I didn\xe2\x80\x99t think you could do that!\xe2\x80\x9d They just went crazy. I love the no-holds-barred humour.I remember seeing the Zucker brothers and Jim Abrahams interviewed on Letterman and thinking \xe2\x80\x9cThat\xe2\x80\x99s me, I could do this.\xe2\x80\x9d It was the first time in my life it had ever occurred to me I could do it. I\xe2\x80\x99d always had this impression that filmmakers were guys with bullhorns and berets; they weren\xe2\x80\x99t me. Abrahams and the Zuckers were so down-to-earth and typical, yet they had this dream, went for it and achieved it. I probably laughed more in that movie than any in my entire life. I don\xe2\x80\x99t know if it holds up as well because that kind of humour has been done a lot, by the Zuckers and others. Still, at the time it blew my mind, it was just an hour and a half of non-stop laughs.Borat: I\xe2\x80\x99m obviously a big Sacha Baron Cohen fan. His style of comedy is completely original. He\xe2\x80\x99s a force. Borat is so lovable he could get away with murder. People didn\xe2\x80\x99t love Bruno as much (although I did). Cohen and Larry Charles are such brave filmmakers; they talk about race, gender, anything, and ultimately they\xe2\x80\x99re making light of these prejudices. Borat is a ground-breaking movie and it definitely gave me more laughs than any other movie in the list.Sideways: one of the best scripts of all time \xe2\x80\x93 it\xe2\x80\x99s such a simple story, and Jim Taylor\xe2\x80\x99s writing is superb. Everything Alexander Payne does is interesting and this is his best. The characters are sensational, as is the casting. He could have got Brad Pitt but he got a couple of slumps. I\xe2\x80\x99ve seen it four or five times now. I expected it to go down a notch, but no holes second or third time round. I\xe2\x80\x99ve never met anyone that didn\xe2\x80\x99t love it. Honorable mentions go to The Sixth Sense, Titanic, Animal House, Some Like it Hot, The Graduate and Something Wild.These are the ten movies that I love and they\xe2\x80\x99re for everybody; whenever I show them to people they love them too. It\xe2\x80\x99s a little boring, this list: I\xe2\x80\x99m not coming up with movies you\xe2\x80\x99ve never heard of. And these are not necessarily my favourite movies. When Bruno opened my wife and I went to see it. We\xe2\x80\x99re not easily offended and we laughed our asses off; some people walked past and asked us what we\xe2\x80\x99d seen and I said \xe2\x80\x9cYou wouldn\xe2\x80\x99t like it.\xe2\x80\x9d I know my ten films may be obvious choices but I\xe2\x80\x99m not going to be a dick and not pick them just because they\xe2\x80\x99re successful.We didn\xe2\x80\x99t have a movie theatre when I was young \xe2\x80\x93 the nearest was 30 miles away and we\xe2\x80\x99d go twice a year. So my main influences was television, especially the Andy Griffith show.Bobby [Farrelly] and I are quite different in a lot of ways. I reckon five of my films would be on his list \xe2\x80\x93 Jaws definitely. Something Wild is why we cast Jeff Daniels in Dumb & Dumber \xe2\x80\x93 but he doesn\xe2\x80\x99t quite share my passion for it. I feel bad it\xe2\x80\x99s not in the top ten, but it\xe2\x80\x99s not for everybody.'"
b'805',b'Andris Feldmanis',b'critic',b'Estonia',b'Male',b'4ce2b6b25bb2b',b'4ce2b6bbe2a40',b'4ce2b6aaeb539',b'4ce2b7bc1b23c',b'4ce2b6b1c7e12',b'4ce2b6bf2249d',b'4ce2b6b580d11',b'4ce2b6b8908e4',b'4ce2b6b8bb97a',b'4ce2b8d4c824d',"b'In no particular order and with no good excuse. I chose the films based on personal and spontaneous preference. On another day it would be another list, though I usually avoid making lists.'"
b'214',b'Paula F\xc3\xa9lix-Didier',b'programmer',b'Argentina',b'Female',b'4ce2b6a439bc9',b'4ce2b6aae85f3',b'4ce2b7916e67e',b'4ce2b6b03bb00',b'4ce2b6b54abdf',b'4ce2b6b5b6382',b'4ce2b6b6036b6',b'4ce2b85cbe285',b'4ce2b77c23343',b'4ce2b6ba49e47',"b'It is of course very difficult to choose, and the list probably changes every day. I tried not to be very self-indulgent but I failed (although I didn\xe2\x80\x99t add Metropolis to my list). And remember: canons like this are also possible because archivists take care of films for future generations to see.'"
b'397',b'Leslie Felperin',b'critic',b'UK',b'Female',b'4ce2b72b62c27',b'4ce2b8ba7acf5',b'4ce2b8485aac9',b'4ce2b6ae66430',b'4ce2b6b049967',b'4ce2b6b0511e9',b'4ce2b7b54d000',b'4ce2b6b6036b6',b'4ce2b6b7bc1b8',b'4ce2b8c558b63',"b'This decade, the list is simply a jumble of my own favourites, films that have had a meaningful impact on film history and wild cards to skew the numbers a bit.'"
b'1100',b'Pablo Fendrik',b'Director',b'Argentina',b'Male',b'4ce2b69562aa2',b'4ce2b6f695fc4',b'4ce2b6a78d5ab',b'4ce2b6946d914',b'4ce2b6ab4237b',b'4ce2b6a6b65d6',b'4ce2b6bf2249d',b'4ce2b6b8bc241',b'4ce2b7b637749',b'4ce2b6bac1254',b'It was a hard exercise. I can\xe2\x80\x99t believe how many films that I love didn\xc2\xb4t make it to the final list.'
b'706',b'Cristina Fernandes',b'critic',b'Portugal',b'Female',b'4ce2b6b9946ea',b'4ce2b8bc5e3ad',b'4ce2b6bcc7768',b'4ce2b6b9d14d8',b'4ce2b6a498bd1',b'4ce2b6b049967',b'4ce2b6b0d7f12',b'4ce2b6b1ca138',b'4ce2b6b54abdf',b'4ce2b6b9a848b',"b'It\xe2\x80\x99s very difficult to choose ten films, and it\xe2\x80\x99s even more difficult to choose the ten greatest of all time because I don\xe2\x80\x99t quite know the real meaning of \xe2\x80\x98greatest and I don\xe2\x80\x99t overestimate my own opinion.\nYes, somehow I feel it\xe2\x80\x99s an injustice to draw up such a list, but yes, I can forget a little the main purpose and just choose ten films, grouped two-by-two, that are very important to me, not only to my understanding of cinema but to my understanding of life itself.'"
b'848',b'Abel Ferrara',b'Director',b'US',b'Male',b'4ce2b6a83e56d',b'4ce2b6a8c47c2',b'4ce2b6b94bfaa',b'4ce2b6a9d3c38',b'4ce2b6af14cce',b'4ce2b6b209ea3',b'4ce2b75f4052d',b'4ce2b6b8bc241',b'4ce2b6bb2414d',b'4ce2b6bb90b37',"b""\xe2\x80\x9cYou can't make films like the films that made you want to make films,\xe2\x80\x9d spoke Godard back when most of these films were made and inspired me to try \xe2\x80\x93 but why stop at 10? Add ALL the other films of the above directors to the list, plus ALL of the films of Godard, Hawks, Hitchcock, Bertolucci, Scorsese, Michael Snow, Rossellini, the other films of those above and Nicholas Ray, Mil\xc3\xb3s Forman, Joseph Losey, Buster Keaton, Sam Fuller, Stan Brakhage, Woody Allen, Robert Bresson, Sam Peckinpah, David Lynch and and and\xe2\x80\xa6"""
b'1049',b'Manuel Ferrari',b'Director',b'Argentina',b'Male',b'4ce2b6a6e45a7',b'4ce2b6bfd1ebb',b'4ce2b6a7a801b',b'4ce2b6a9a615f',b'4ce2b6accac8a',b'4ce2b6a21d217',b'4ce2b6b30995b',b'4ce2b6b41d658',b'4ce2b6b47f860',b'4ce2b6b8908e4',"b'Breathless: The first modern movie, pure cinema avant-garde.Pickpocket: The most precise, scientific and, at the same time, realistic movie about a precise action.Husbands: Probably one of the most sensitive and radical movies about friendship.La r\xc3\xa8gle du jeu: The invention of mise en sc\xc3\xa8ne.Citizen Kane: The most realistic movie ever made about human power.Europa \xe2\x80\x9951: The most fair and powerful movie about the horrors of war.L\xe2\x80\x99Avventura: Cinema poetry made by an artist.Rocco and his Brothers: The definitive historical movie \xe2\x80\x93 the history of a nation through one family.Tokyo Story: The reason why mise en sc\xc3\xa8ne in cinema can become so precise but, simultaneously, so poetic.Man with a Movie Camera: The city and the cinema as one of the most intense marriages. The invention of one type of documentary.'"
b'611',b'Ferroni Brigade',b'critic',b'Austria/Germany',b'',b'4ce2b769ae8c2',b'4f4baa0e71113',b'4ce2b6a0b6dbe',b'1036',b'4ce2b6a99e1b2',b'1037',b'4ce2b82606433',b'4ce2b6af21e8b',b'4ce2b74313a7f',b'4ce2b6b32260b',"b'We don\xe2\x80\x99t believe that these are the ten greatest films of all time, but we are convinced that it would be better if they were.'"
b'1173',b'Sophie Fiennes',b'Director',b'UK',b'Female',b'4ce2b6b3b75b7',b'4ce2b6f24787d',b'4ce2b85bbfe0f',b'4ce2b6bd1e475',b'4ce2b6ad87c49',b'4ce2b6b209ea3',b'4ce2b6b54abdf',b'4ce2b6bf3bbfd',b'4ce2b779dd367',b'4ce2b6b8908e4',b''
b'1073',b'Mike Figgis',b'Director',b'UK',b'Male',b'4ce2b6a612077',b'4ce2b6a8a39d2',b'4ce2b6a90d39d',b'4ce2b8137c327',b'4ce2b73067dd8',b'4ce2b6bc8d002',b'4ce2b6bedc2bb',b'4ce2b6b2deaa5',b'4ce2b6ba5932a',b'4ce2b716c6889',"b""I am very aware that I have seen very few films compared to many people that I know \xe2\x80\x93 the list hasn't changed very much in the last years, but most of these films I have revisited fairly recently. I was curious to see how my taste had perhaps altered and, more importantly, to see how they had weathered with time. I found them more powerful than before. They have all played a big influence on what I have attempted to do myself, so in that sense I would query the title 'greatest films of all time' \xe2\x80\x93 there is no such thing, and filmmaking is not a competition. But most of these films have also had a tremendous impact on filmmaking in general."""
b'685',b'David Filipi',b'programmer',b'US',b'Male',b'4ce2b6a44b82c',b'4ce2b6bf4befa',b'4ce2b7a39630e',b'4ce2b7be79f09',b'4ce2b7b9372f0',b'4ce2b6aea50ea',b'4ce2b6b13ea6d',b'4ce2b6b39fc24',b'4ce2b7c99ed38',b'4ce2b6b757144',"b'This is simply a list of the right films experienced at the right times. It pains me to leave out Ford, Lang, Welles, Godard, Tati, the Marx Brothers etc, but it\xe2\x80\x99s time to include some more recent films.'"
b'151',b'Robert Fischer',b'critic',b'Germany',b'Male',b'4ce2b6b3b75b7',b'4f4b9a8382524',b'4ce2b6a7a801b',b'4f4ba027cd5d7',b'4ce2b6bbbc8e5',b'4ce2b737a3887',b'4ce2b6af14a0d',b'4ce2b6be7d19a',b'4ce2b779dd367',b'4f4ba0ddd73ac',"b'Not much of a change over the last 20 years or so, I thought \xe2\x80\x93 before surprising myself by including three TV sagas...'"
b'345',b'Mark Fisher',b'critic',b'UK',b'Male',b'4ce2b69562aa2',b'4ce2b6a91da80',b'4ce2b79d587a4',b'4ce2b6bfecaeb',b'4ce2b6b392e27',b'4ce2b7663dc08',b'4ce2b6bf360f4',b'4ce2b6bf3bbfd',b'4ce2b6b38fc80',b'4ce2b6b9caca4',b''
b'1084',b'Morgan Fisher',b'Director',b'US',b'Male',b'4ce2b6a44b82c',b'4ce2b6a81dd72',b'4ce2b6ba1935d',b'4ce2b6a47c88b',b'4ce2b6bcc7768',b'4ce2b6ab939b3',b'4ce2b6b9d14d8',b'4ce2b6b4da49b',b'4ce2b6b049967',b'4ce2b6b10f03e',"b'Thank you for giving me this absolutely impossible opportunity. I\xe2\x80\x99m a child of the \xe2\x80\x9960s and my choices show it. There have been some great films since, but\xe2\x80\xa6 No room for the other great films by these same directors, no room for Muriel (I remember the review in Sight and Sound: \xe2\x80\x9cThis kind of filmmaking has got to stop\xe2\x80\x9d), for Sirk, American Lang, Minnelli, Fuller, and on and on.'"
b'324',b'Matthew Flanagan',b'critic',b'UK',b'Male',b'4ce2b69a3415f',b'4ce2b7354b521',b'4ce2b6bcc7768',b'4ce2b81e54227',b'4ce2b73116007',b'4ce2b76077257',b'4ce2b7d2993a2',b'4ce2b6b89ede3',b'4ce2b84d8f433',b'4ce2b894cfdd1',b''
b'479',b'John Flaus',b'critic',b'Australia',b'Male',b'4ce2b6ba1935d',b'4ce2b6a8e3bc2',b'4ce2b6ad6b12c',b'4ce2b69e57fec',b'4ce2b6af1442c',b'4ce2b6a21d217',b'4ce2b6b0544c6',b'4ce2b6b2b59cc',b'4ce2b6b8908e4',b'4ce2b6b93e9f8',b'With trepidation I submit these \xe2\x80\x93 I say \xe2\x80\x9ctrepidation\xe2\x80\x9d because I have not been able to strike a satisfactory accord between the criteria; I merely submit my list with acknowledgment but without resolution of their respective values.'
b'899',b'Bence Fliegauf',b'Director',b'Hungary',b'Male',b'4ce2b8000dbbb',b'4ce2b822587b0',b'4ce2b8b181b6e',b'4ce2b8137c327',b'4ce2b8c3445c2',b'4ce2b6a6b65d6',b'4ce2b6bea840e',b'4ce2b8df3fe94',b'4ce2b7a30d942',b'4ce2b6bb2414d',b''
